Obesity(%),Unemployment,Meningitis,Alzheimers Disease and Other Dementias,Parkinsons Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis,Total,GDP,GDP/cap,Elect(lib),CO2/cap,Total alcohol per capita(L),Population,id_Country,id_Year,id_Mortality
24.2,9.53,26,1829,450,43,0,47,192,7,38,50,32,10313,1220,293,61,539,0,259,16,11751,707,2328,2057,8,34,626,1582,641,1660,46,3,36858,207953000000.0,27780.46372,0.76,8.869942,0.0,7190037.0,66,19,1709
24.5,8.48,26,1920,463,45,0,48,197,8,31,47,30,10307,1263,288,58,543,2,286,15,12037,68,2266,2138,8,37,615,1610,639,1684,61,3,36743,234655000000.0,30780.02382,0.755,9.318062,3.12,7346446.0,66,20,1710
24.9,7.14,27,2016,487,46,0,46,195,5,41,45,28,10571,1343,278,58,531,0,310,15,12314,94,2284,2238,8,38,599,1675,664,1755,47,3,37761,262294000000.0,33775.512,0.755,9.195314,0.0,7487095.0,66,21,1711
25.3,6.86,26,2101,503,46,0,46,174,9,45,43,27,10581,1405,273,59,521,0,333,15,12499,87,2279,2308,8,38,583,1712,666,1780,46,3,38216,258417000000.0,32667.60687,0.755,9.850342,0.0,7614946.0,66,22,1712
25.6,6.21,28,2198,516,46,0,47,173,13,46,46,24,10658,1454,257,58,514,4,348,15,12688,10,2277,2359,8,38,580,1740,672,1804,47,3,38671,294167000000.0,36499.45611,0.735,8.165906,0.0,7734834.0,66,23,1713
25.9,5.89,28,2295,529,47,0,47,170,11,38,46,23,10737,1519,257,58,509,0,360,15,12855,1734,2281,2413,8,39,572,1774,673,1822,48,3,40911,310945000000.0,37847.64994,0.734,7.665757,0.0,7854216.0,66,24,1714
26.3,5.25,28,2408,549,48,0,47,180,8,46,49,23,11063,1615,255,56,512,0,373,15,13222,16,2345,2514,8,39,593,1837,691,1879,47,3,40469,300078000000.0,35808.43643,0.728,7.859752,3.86,7978496.0,66,25,1715
26.7,4.8,27,2503,556,49,0,48,165,9,40,51,23,11174,1648,259,58,516,0,371,15,13386,28,2353,2530,7,40,596,1846,692,1896,47,3,40936,319024000000.0,37330.2618,0.725,7.496089,0.0,8108984.0,66,26,1716
13.4,10.1,256,15286,4459,108,0,618,1569,42,2562,1038,933,229027,8487,2467,335,5205,33,112,161,153729,0,18101,8451,316,28,11291,24508,17993,29522,467,32,537136,1246220000000.0,21956.52977,0.831,7.73128,0.0,57088125.0,67,1,1717
13.7,9.33,250,16083,4527,116,0,599,1375,48,3189,1075,884,226587,8297,2356,332,5154,9,106,166,155014,17,17901,8404,285,32,11047,24284,17581,29078,460,33,535289,1320160000000.0,23243.47453,0.838,7.729909,0.0,57145308.0,67,2,1718
14.0,10.24,242,16943,4619,132,0,564,1162,35,3860,1054,850,226276,8254,2123,323,5089,13,98,172,156976,1,17643,8485,267,40,10578,24214,17312,28923,453,36,536737,1064960000000.0,18738.7639,0.842,7.589396,0.0,57197610.0,67,3,1719
14.4,11.09,239,17869,4693,153,0,541,1078,32,4429,1069,827,226536,8383,1922,315,5076,104,90,182,159152,4,17547,8641,244,49,10312,24348,17105,28827,449,38,540254,1099220000000.0,19337.6309,0.836,7.485377,0.0,57213538.0,67,4,1720
14.7,11.67,236,18823,4769,181,0,511,1026,28,4720,1109,817,225869,8516,1805,301,5103,3,81,192,160486,1,17653,8757,232,69,10147,24421,16737,28513,451,45,541602,1174660000000.0,20664.55227,0.834,7.907623,0.0,57174412.0,67,5,1721
15.1,11.87,239,19769,4866,203,0,490,996,28,4346,1112,792,226093,8711,1764,279,5140,28,79,204,162212,0,17849,8952,215,86,9933,24495,16401,28303,453,49,544087,1312430000000.0,23081.60468,0.84,7.803821,0.0,57065231.0,67,6,1722
15.5,12.0,241,20568,4939,225,0,480,915,31,2522,1079,758,226563,9085,1647,266,5197,35,78,212,163875,0,17867,9162,194,103,9833,24799,16221,28255,465,52,545667,1241880000000.0,21829.34582,0.846,7.900708,0.0,56903633.0,67,7,1723
15.9,12.12,240,21400,5040,250,0,462,897,30,1438,1040,724,228897,9526,1503,257,5212,292,77,225,166834,3,18151,9390,181,123,9735,25196,16172,28460,467,54,552276,1270050000000.0,22318.1373,0.846,8.113035,0.0,56742755.0,67,8,1724
16.3,11.69,240,22162,5054,268,0,450,860,26,1152,961,685,225558,9714,1442,253,5090,18,78,222,167759,1,18108,9409,165,141,9467,25286,15799,28052,459,60,548939,1252450000000.0,22005.05454,0.846,8.190787,0.0,56655629.0,67,9,1725
16.7,10.84,232,23095,5086,286,0,452,777,27,1017,896,640,221750,9672,1332,251,4992,68,89,218,168116,0,18007,9556,150,158,9120,25045,15410,27593,451,62,544548,1146680000000.0,20137.59122,0.844,8.25903,10.37,56692178.0,67,10,1726
17.1,9.6,225,24693,5194,311,0,443,730,23,985,813,601,219673,9450,1313,256,4888,10,107,215,169591,0,18044,9759,142,181,8876,25002,15114,27344,441,63,544487,1168020000000.0,20500.9544,0.835,8.256306,0.0,56875148.0,67,11,1727
17.5,9.21,224,26828,5356,346,0,444,714,27,978,731,574,220075,9424,1240,266,4770,26,132,212,170780,1,18239,10049,128,210,8541,25515,14844,27198,442,69,548383,1276770000000.0,22376.2979,0.841,8.37015,0.0,57182521.0,67,12,1728
17.9,8.87,224,29170,5547,396,0,435,766,32,1333,670,547,221266,9286,1188,288,4656,34,184,204,172929,17,18686,10367,120,257,8145,26469,14646,27089,445,84,555480,1577620000000.0,27526.32246,0.841,8.636659,0.0,57564589.0,67,13,1729
18.3,7.87,221,30984,5521,400,0,421,737,26,1158,638,496,210895,8720,1179,302,4488,24,215,181,170704,1,18120,10472,108,267,7681,25780,13934,26127,433,89,540322,1806540000000.0,31317.20079,0.841,8.668467,0.0,57948421.0,67,14,1730
18.7,7.73,217,32693,5690,432,0,419,667,24,1105,615,479,210368,8837,1129,310,4414,12,260,178,171231,2,18334,10801,104,294,7381,26195,13699,26031,436,92,542449,1858220000000.0,32055.09208,0.848,8.629837,9.41,58281209.0,67,15,1731
19.1,6.78,216,34184,5876,469,0,419,666,26,987,593,469,210082,8846,1122,316,4393,20,307,177,172461,0,18535,11204,100,325,7154,26286,13429,26019,436,97,545214,1949550000000.0,33529.7266,0.858,8.503296,0.0,58542619.0,67,16,1732
19.4,6.08,211,35446,6120,511,0,422,673,26,1027,573,460,211335,9018,1104,324,4402,10,367,177,174694,0,18925,11702,99,359,6906,26715,13320,26230,442,99,551697,2213100000000.0,37870.74751,0.865,8.346018,0.0,58747862.0,67,17,1733
19.8,6.72,212,36488,6372,550,0,424,626,28,964,544,452,212473,9235,1104,332,4442,20,444,173,177251,1,19277,12236,96,387,6633,27110,13231,26522,454,98,558179,2408660000000.0,40944.91242,0.857,8.085689,0.0,58922116.0,67,18,1734
20.2,7.75,209,37394,6597,576,0,417,619,35,885,517,447,212468,9448,1086,336,4465,382,523,169,179228,0,19585,12657,94,407,6319,27417,13091,26720,461,96,562648,2199930000000.0,37226.75719,0.855,7.130191,0.0,59105622.0,67,19,1735
20.6,8.36,206,38341,6732,605,0,405,577,29,835,493,434,210138,9602,1024,340,4458,43,617,164,179568,12,19515,13009,90,429,6017,27325,12731,26604,463,96,560902,2136100000000.0,36035.645,0.854,7.290197,7.34,59325232.0,67,20,1736
21.0,8.36,207,39890,6950,649,0,407,561,28,804,482,431,213028,10085,963,342,4501,33,722,163,181479,1,19920,13674,89,462,5847,27729,12570,26852,476,94,569439,2294990000000.0,38649.63948,0.86,7.067881,0.0,59589070.0,67,21,1737
21.4,10.65,207,41044,7157,683,0,401,559,25,845,484,424,214765,10513,921,342,4517,45,834,164,183217,0,20169,14309,89,491,5660,28140,12425,27086,484,94,576094,2086960000000.0,35051.52127,0.87,6.707027,0.0,59879469.0,67,22,1738
21.7,12.15,197,41753,7225,689,0,406,526,25,749,479,405,212517,10653,869,343,4479,39,919,160,182582,3,19986,14495,86,501,5352,27970,12105,26822,481,91,572907,2141920000000.0,35560.08141,0.866,6.129395,0.0,60166828.0,67,23,1739
22.1,12.68,193,42619,7361,707,0,378,482,19,671,474,401,212651,10911,820,346,4390,36,1008,160,183059,2,19936,14813,82,517,5198,28162,11918,26777,479,89,574659,2162010000000.0,35565.72138,0.867,5.792012,0.0,60409622.0,67,24,1740
22.5,11.9,197,43971,7690,752,0,376,500,23,667,483,414,221430,11663,792,349,4409,42,1117,170,186938,1,20751,15629,83,549,5228,29395,12183,27555,498,86,593941,1836640000000.0,30242.38614,0.867,5.996111,7.59,60578489.0,67,25,1741
22.9,11.69,187,45193,7666,757,0,360,475,18,677,482,408,219535,11703,737,350,4275,320,1171,168,185133,1,20229,15724,83,557,5111,29520,11890,27131,492,77,590430,1877070000000.0,30960.73151,0.872,5.95793,0.0,60663068.0,67,26,1742
10.8,15.74,56,375,68,176,0,23,243,22,203,2,22,4362,450,820,4,34,15,211,1,1985,21,1120,415,4,168,111,327,141,362,20,3,11764,4106199176.0,1683.331431,0.58,3.213689,0.0,2439329.0,68,1,1743
11.2,15.75,56,395,73,167,0,22,279,26,229,3,22,4551,463,840,4,37,0,189,1,2069,27,1185,452,4,158,116,350,149,382,20,3,12272,3535460090.0,1436.567481,0.58,3.166357,0.0,2461047.0,68,2,1744
11.5,16.32,55,417,80,157,0,21,302,28,259,3,23,4798,484,843,5,39,9,163,1,2185,0,1293,505,4,149,119,384,158,403,21,3,12911,5440064773.0,2189.528292,0.615,3.253662,0.0,2484583.0,68,3,1745
12.0,15.34,54,434,85,146,0,21,343,40,293,3,24,4862,493,835,5,42,4,136,1,2251,2,1370,551,4,137,125,412,162,414,22,2,13273,5452564385.0,2173.165848,0.629,3.2963,0.0,2509042.0,68,4,1746
12.4,16.23,52,452,89,134,0,21,414,35,331,3,23,4804,494,817,6,47,0,111,1,2265,1,1438,599,4,126,133,444,166,424,22,2,13458,6577523825.0,2596.010121,0.634,3.655658,0.0,2533705.0,68,5,1747
12.8,16.01,50,466,92,123,0,20,509,35,376,4,22,4641,489,802,6,52,0,88,1,2440,1,1491,625,4,115,139,469,165,424,23,2,13674,7393883555.0,2889.781119,0.639,3.824725,0.0,2558631.0,68,6,1748
13.3,16.35,49,483,97,115,0,19,593,34,426,4,21,4602,495,781,7,56,0,71,2,2628,10,1580,668,4,108,144,507,168,432,24,2,14130,8400033894.0,3250.895306,0.649,3.940653,0.0,2583914.0,68,7,1749
13.8,15.5,48,495,102,109,0,19,618,31,485,5,20,4484,495,758,8,60,0,58,2,2845,0,1634,706,4,102,148,545,170,441,24,2,14418,8787195622.0,3368.194716,0.683,3.762384,0.0,2608874.0,68,8,1750
14.3,15.74,49,516,107,109,0,19,622,35,558,5,21,4580,516,732,9,65,0,51,2,3057,0,1736,767,4,101,158,586,176,458,25,1,15065,8887061867.0,3375.674975,0.683,3.835573,0.0,2632677.0,68,9,1751
14.8,15.54,50,533,110,107,0,19,344,39,700,6,21,4585,521,706,10,65,1,49,2,3173,0,1816,835,4,99,160,591,174,462,26,1,15209,9005064475.0,3392.123878,0.689,3.948384,4.91,2654698.0,68,10,1752
15.4,14.93,45,550,114,107,0,16,375,37,741,5,18,4703,536,687,9,64,1,42,2,3251,0,1838,790,5,100,157,607,177,462,24,1,15464,9194717836.0,3437.655517,0.689,4.028499,0.0,2674706.0,68,11,1753
16.0,14.19,41,563,112,100,0,15,327,39,676,5,17,4615,506,654,9,63,13,40,2,3177,0,1767,661,4,93,148,599,172,437,24,1,14880,9719017926.0,3609.203331,0.707,3.867186,0.0,2692843.0,68,12,1754
16.6,11.73,35,578,112,93,0,14,323,33,594,4,17,4537,471,619,8,60,0,40,1,3112,0,1748,614,4,86,141,577,162,418,23,2,14426,9430230564.0,3480.511665,0.751,4.023746,0.0,2709438.0,68,13,1755
17.2,12.21,30,591,112,81,0,11,359,31,633,4,13,4475,429,596,8,56,16,38,1,3055,0,1769,590,4,75,139,559,147,397,21,1,14241,10174664854.0,3733.798671,0.751,3.969267,0.0,2725017.0,68,14,1756
17.8,11.26,25,595,111,72,0,10,728,34,362,4,11,4245,381,569,7,53,6,33,1,2959,0,1728,575,4,67,150,541,136,374,20,1,13802,11243868486.0,4103.601637,0.76,3.891323,4.43,2740000.0,68,15,1757
18.4,10.32,27,609,112,69,0,12,577,27,504,4,10,4219,354,553,8,55,1,34,1,3042,0,1734,653,4,63,147,545,137,386,20,1,13908,11930171468.0,4331.292053,0.769,4.304339,0.0,2754414.0,68,16,1758
19.0,9.75,25,635,124,70,0,12,768,26,499,4,11,4788,394,548,9,64,5,35,1,3377,0,1915,705,4,64,172,607,155,429,20,1,15467,12799593018.0,4623.747897,0.774,3.979397,0.0,2768229.0,68,17,1759
19.6,10.59,26,652,136,71,0,15,734,35,493,5,13,5289,422,541,10,80,13,38,2,3812,0,2063,774,4,65,215,671,175,481,22,2,16859,13709402085.0,4928.126409,0.785,3.975711,0.0,2781869.0,68,18,1760
20.1,11.36,24,671,142,68,0,15,1015,19,428,5,13,5626,437,533,10,83,0,39,2,4009,0,2160,794,4,61,239,696,179,498,22,2,17794,12120460873.0,4335.178411,0.785,2.914261,0.0,2795839.0,68,19,1761
20.7,12.37,21,677,129,60,0,12,523,31,618,4,10,5124,388,520,9,70,15,32,1,3625,0,1962,715,3,54,189,586,155,445,18,2,15998,13220556883.0,4704.04776,0.785,2.808188,4.38,2810464.0,68,20,1762
21.3,12.7,20,697,136,61,0,13,662,29,482,5,10,5490,400,514,9,81,0,34,1,3874,0,2080,772,3,55,209,618,165,476,18,2,16916,14444655300.0,5111.465987,0.779,3.006226,0.0,2825932.0,68,21,1763
21.9,13.93,19,706,126,54,0,12,323,22,484,5,9,5219,381,507,9,76,1,39,1,3674,0,1925,727,3,48,172,553,148,439,17,2,15701,14807086889.0,5209.859264,0.784,2.867157,0.0,2842128.0,68,22,1764
22.5,15.25,19,726,127,55,0,12,292,25,474,5,8,5394,397,497,8,74,1,43,1,3694,0,1924,743,3,49,160,548,148,447,16,2,15892,14264202737.0,4989.734089,0.805,3.062332,0.0,2858710.0,68,23,1765
23.1,13.74,21,751,137,60,0,13,270,41,464,5,9,6001,442,492,8,80,0,49,1,3960,0,2112,817,3,53,170,592,165,494,18,2,17230,13899228824.0,4834.284009,0.805,2.764351,0.0,2875137.0,68,24,1766
23.7,13.51,21,759,140,61,0,12,369,31,454,5,10,6126,448,463,8,81,0,46,1,4045,0,2199,858,3,54,173,607,171,504,19,2,17670,14188935948.0,4907.927415,0.805,2.862432,4.19,2891024.0,68,25,1767
24.4,13.19,21,760,141,61,0,13,384,29,444,6,10,6119,447,443,9,82,0,45,1,4105,0,2221,878,3,54,176,611,174,507,19,2,17765,14077109397.0,4843.7499,0.81,2.912708,0.0,2906242.0,68,26,1768
1.7,2.1,604,30483,5192,636,0,3751,1060,170,76,268,5423,283890,65797,1949,744,24162,161,1083,665,250951,4,10465,20362,479,317,15695,30888,25569,42226,1600,131,824801,3584420000000.0,28915.0082,0.841,9.428065,0.0,124929764.0,69,1,1769
1.7,2.2,592,32886,5437,685,0,3944,1087,169,77,284,5424,286377,69111,1883,752,24406,39,1107,709,260596,2,10481,21447,462,351,15774,32011,25953,42970,1647,146,846809,3908810000000.0,31414.98464,0.841,9.478141,0.0,125331300.0,69,2,1770
1.8,2.5,581,35368,5662,744,0,4189,1113,150,78,292,5399,287404,71892,1826,756,24544,515,1139,758,268657,2,10334,22424,446,397,15608,32967,26027,43389,1674,171,864506,4454140000000.0,35681.96394,0.841,9.396468,0.0,125707407.0,69,3,1771
1.8,2.9,567,37851,5842,813,0,4462,1131,132,87,299,5351,284703,73077,1767,758,24664,24,1200,851,274431,11,9870,23084,424,464,15270,33302,25529,43132,1706,208,871010,4998800000000.0,39933.51506,0.841,9.810747,0.0,126053127.0,69,4,1772
1.9,3.2,547,40701,6148,914,0,4912,1046,128,172,325,5445,288187,74502,1665,752,25292,5521,1286,905,286045,15,9234,24632,406,584,15140,34472,25203,43276,1757,295,899507,5545560000000.0,44197.6191,0.841,9.884957,0.0,126365486.0,69,5,1773
1.9,3.4,521,43537,6306,940,0,5120,1029,122,180,344,5285,282266,73072,1535,737,25799,75,1303,918,291298,0,8502,25134,400,642,14606,34164,24346,42382,1753,355,892671,4923390000000.0,39150.03963,0.841,9.961701,0.0,126644099.0,69,6,1774
2.0,3.4,507,47155,6563,988,0,5367,1082,118,196,359,5188,280224,74150,1458,735,26989,73,1343,940,297977,0,8041,25750,389,699,14215,34422,23940,42149,1758,411,903186,4492450000000.0,35638.23196,0.841,9.879864,0.0,126892745.0,69,7,1775
2.1,4.1,498,51170,6953,1059,0,5709,1163,119,177,380,5212,284407,76343,1411,723,29752,88,1424,1011,309916,0,7868,26823,394,777,14093,35404,24150,42882,1798,453,932157,4098360000000.0,32423.75561,0.841,9.542121,0.0,127117436.0,69,8,1776
2.1,4.7,490,55170,7367,1117,0,5972,1151,111,172,406,5250,287757,79292,1313,716,31283,166,1515,1089,319388,0,7707,27769,404,844,13753,36413,24357,43632,1866,487,956957,4635980000000.0,36610.16832,0.841,9.812611,0.0,127326063.0,69,9,1777
2.2,4.75,465,58990,7646,1124,0,6006,1150,105,161,409,5073,283272,78213,1240,713,31590,50,1576,1137,322782,0,7409,27951,401,868,13071,36201,23900,43349,1823,481,957156,4968360000000.0,39169.35957,0.842,9.97284,8.23,127524168.0,69,10,1778
2.3,5.02,457,62755,8008,1144,0,6008,1110,97,180,413,4878,282065,77887,1155,707,31872,43,1641,1201,326594,0,7233,28230,411,886,12422,36294,23800,43513,2025,448,963477,4374710000000.0,34406.18246,0.843,9.837338,0.0,127713824.0,69,11,1779
2.4,5.39,446,66908,8454,1172,0,6052,1129,105,173,414,4664,283892,79326,1101,703,32351,27,1738,1226,332266,0,7225,28800,426,910,11814,36784,23870,44046,1822,416,978260,4182850000000.0,32820.79364,0.843,10.049841,0.0,127893075.0,69,12,1780
2.5,5.25,452,71220,8997,1218,0,6160,1094,87,191,424,4557,288946,82301,1059,694,33249,78,1877,1278,341661,0,7306,29784,461,946,11293,37833,24318,45203,1840,378,1004905,4519560000000.0,35387.03742,0.843,10.099357,0.0,128058368.0,69,13,1781
2.6,4.73,454,75687,9534,1253,0,6269,1064,76,188,432,4464,292714,84580,985,692,33223,358,2021,1540,349905,0,7356,30692,467,976,10722,38590,24609,46227,1831,332,1027241,4893120000000.0,38298.98017,0.842,10.049845,0.0,128204183.0,69,14,1782
2.7,4.45,470,81152,10213,1328,0,6496,987,79,203,440,4493,301656,89262,941,689,33536,113,2237,1450,360992,0,7588,32223,482,1030,10294,40101,25256,47919,1874,279,1063783,4831470000000.0,37812.89502,0.844,10.098716,7.99,128326115.0,69,15,1783
2.9,4.19,472,87152,10677,1344,0,6558,959,72,207,442,4418,302995,90792,917,689,33081,147,2415,1509,365726,0,7649,33283,472,1040,9724,40695,25237,48602,1847,205,1079326,4601660000000.0,35991.546,0.848,9.910887,0.0,128422740.0,69,16,1784
3.0,3.89,480,94710,11188,1377,0,6689,911,61,225,450,4265,305525,92832,877,679,32804,50,2553,1635,372831,0,7756,34421,463,1060,9235,41666,25359,49487,1824,176,1101589,4579750000000.0,35779.02454,0.848,10.182005,0.0,128494050.0,69,17,1785
3.2,4.0,485,102846,11711,1416,0,6878,896,62,205,454,4119,308531,94915,844,682,32392,47,2669,1673,379320,0,7875,35510,459,1085,8798,42712,25468,50378,1807,158,1124395,5106680000000.0,39876.30397,0.848,9.622919,0.0,128538644.0,69,18,1786
3.3,5.07,492,110223,12128,1448,0,7025,851,67,201,461,3954,310058,96236,791,679,32006,89,2762,1711,384511,0,7924,36376,452,1104,8466,43555,25468,51074,1773,143,1142028,5289490000000.0,41308.99684,0.856,9.080565,0.0,128555196.0,69,19,1787
3.5,5.1,511,117644,12788,1510,0,7322,828,61,215,467,3908,317823,99708,756,680,31483,30,2921,1949,394137,0,8109,37998,442,1143,8224,45153,25817,52573,1768,130,1176098,5759070000000.0,44968.15623,0.857,9.484829,7.2,128542349.0,69,20,1788
3.6,4.55,391,124097,13527,1578,0,7636,780,57,210,478,3900,327390,102514,724,686,30864,18397,3084,2037,404601,0,8240,39258,425,1186,8010,46860,26210,54250,1775,122,1229287,6233150000000.0,48760.07895,0.857,9.882525,0.0,128498966.0,69,21,1789
3.8,4.36,399,129637,14040,1613,0,7780,746,57,206,469,3815,330433,104165,695,682,29611,223,3213,2026,409993,0,8227,39972,399,1209,7701,47896,26006,54970,1734,114,1228031,6272360000000.0,49145.28043,0.852,10.216229,0.0,128423571.0,69,22,1790
3.9,4.0,400,135021,14484,1638,0,7837,724,52,209,465,3722,332417,105075,651,675,28632,103,3274,2053,414556,0,8190,40340,371,1224,7390,48711,25826,55545,1889,109,1241583,5212330000000.0,40898.6479,0.834,10.303726,0.0,128314189.0,69,23,1791
4.1,3.6,401,140066,14836,1653,0,7853,741,45,186,467,3622,333175,105186,618,672,27577,321,3303,2010,417643,0,8141,40534,350,1236,7122,49376,25595,55957,1638,103,1250427,4896990000000.0,38475.39525,0.834,9.918777,0.0,128168630.0,69,24,1792
4.2,3.4,401,146012,15145,1684,0,7853,718,50,197,460,3563,336271,106524,581,677,26434,41,3352,2265,420328,0,8116,40938,332,1257,6898,50295,25390,56534,1589,101,1264006,4444930000000.0,34960.63938,0.832,9.615687,7.87,127985139.0,69,25,1793
4.4,3.1,405,151061,15570,1726,0,7939,706,45,189,465,3595,342935,108180,555,676,25559,107,3453,2068,425630,38,8214,41716,317,1293,6768,51590,25479,57565,1573,99,1285516,5003680000000.0,39375.47316,0.832,9.479893,0.0,127763267.0,69,26,1794
17.1,19.51,74,172,45,15,0,109,109,139,3,5,44,4657,776,2003,6,126,10,110,3,1434,1,709,451,55,13,694,406,252,465,129,22,13037,4344250257.0,1155.234236,0.223,2.701278,0.0,3760493.0,70,1,1795
17.7,19.27,73,177,46,15,0,109,112,138,3,5,44,4749,762,1961,6,128,0,106,18,1473,2,717,453,55,13,706,415,255,470,129,21,13161,5311329067.0,1335.287511,0.232,3.099185,0.0,3977667.0,70,2,1796
18.3,19.7,74,183,49,15,0,112,119,153,4,5,45,5057,760,1912,6,136,0,103,3,1564,0,769,478,57,13,737,439,266,487,135,21,13702,5605841536.0,1334.228922,0.238,2.888857,0.0,4201559.0,70,3,1797
18.9,17.17,73,188,51,15,0,114,126,150,4,5,45,5226,748,1852,7,139,0,100,3,1626,0,797,491,58,12,752,453,272,497,137,21,13962,6237739516.0,1414.338911,0.231,3.09702,0.0,4410357.0,70,4,1798
19.5,14.6,72,194,54,16,0,114,131,151,5,6,46,5432,741,1799,7,143,0,98,3,1694,1,838,511,59,14,769,471,281,511,140,20,14321,6727446632.0,1466.044512,0.231,2.962648,0.0,4588842.0,70,5,1799
20.1,13.7,72,199,56,15,0,115,138,155,5,6,46,5612,737,1769,7,146,0,93,3,1758,0,892,535,60,12,777,485,288,523,143,20,14667,6928359238.0,1463.887967,0.231,2.999868,0.0,4732848.0,70,6,1800
20.7,13.69,70,205,57,14,0,113,144,149,6,6,44,5675,724,1739,7,146,2,88,3,1799,0,929,547,60,12,775,491,293,532,143,19,14792,7246188575.0,1494.510627,0.228,2.973184,0.0,4848536.0,70,7,1801
21.3,13.7,74,211,59,15,0,117,156,139,7,6,42,5745,726,1716,7,146,0,89,3,1853,0,974,566,62,13,785,499,302,545,147,18,15022,7912327362.0,1600.397931,0.228,2.942172,0.0,4943975.0,70,8,1802
21.9,13.71,69,218,61,16,0,115,168,128,7,7,40,5807,711,1680,7,145,0,87,3,1899,0,1021,586,61,14,779,504,309,559,147,17,15165,8149106065.0,1619.535865,0.226,2.881703,0.0,5031754.0,70,9,1803
22.4,13.7,68,225,61,14,0,116,185,121,9,7,39,5768,699,1638,7,148,9,85,3,1934,0,1044,602,63,12,794,500,313,563,149,17,15193,8460424401.0,1651.621798,0.189,3.006266,0.62,5122495.0,70,10,1804
23.0,14.7,61,233,64,14,0,114,199,107,9,7,39,5932,695,1596,8,146,0,81,3,1993,1,1097,639,62,12,788,509,321,577,148,16,15471,8975689845.0,1720.361427,0.188,3.023161,0.0,5217328.0,70,11,1805
23.7,15.3,56,241,66,14,0,111,207,97,10,7,38,6018,687,1548,8,144,5,78,3,2066,3,1140,670,60,12,778,514,328,588,146,15,15658,9582453032.0,1802.055064,0.188,3.112565,0.0,5317514.0,70,12,1806
24.3,14.5,55,250,66,14,0,112,220,97,12,7,38,5908,675,1498,8,148,0,74,3,2129,0,1139,685,62,11,795,506,330,590,149,15,15596,10195660790.0,1876.259338,0.211,3.14711,0.0,5434036.0,70,13,1807
24.9,14.58,54,262,69,14,0,111,233,92,13,8,37,6119,682,1488,8,150,0,73,3,2278,1,1217,733,62,12,802,517,344,613,150,15,16160,11411390409.0,2044.963723,0.231,3.374777,0.0,5580241.0,70,14,1808
25.6,14.8,54,276,76,15,0,110,240,83,12,9,35,6415,702,1517,8,148,0,72,3,2439,121,1309,800,60,12,813,542,362,639,146,14,17032,12588665303.0,2183.394643,0.231,3.598956,0.66,5765639.0,70,15,1809
26.2,14.0,55,290,81,14,0,107,238,74,11,9,34,6573,724,1528,8,145,0,71,3,2587,1,1350,855,56,12,806,551,372,651,141,13,17360,15056929760.0,2513.028732,0.232,3.378525,0.0,5991547.0,70,16,1810
26.8,13.1,54,304,80,13,0,104,237,72,11,8,32,6321,725,1527,8,143,0,68,3,2664,0,1265,862,54,11,802,531,364,631,136,12,17042,17110587447.0,2735.378767,0.232,3.311445,0.0,6255290.0,70,17,1811
